title,description,product_type,tags,release_date,discontinued_date,variant_size,variant_color,price,sku,inventory_quantity,variant_id
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,XS,Beige,30,HOT-BE-XS,37,50944338526536
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,S,Beige,30,HOT-BE-S,77,50944338559304
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,M,Beige,30,HOT-BE-M,73,50944338592072
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,L,Beige,30,HOT-BE-L,38,50944338624840
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,XL,Beige,30,HOT-BE-XL,26,50944338657608
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,XS,Olive,30,HOT-OL-XS,78,50944338690376
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,S,Olive,30,HOT-OL-S,52,50944338723144
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,M,Olive,30,HOT-OL-M,41,50944338755912
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,L,Olive,30,HOT-OL-L,28,50944338788680
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,XL,Olive,30,HOT-OL-XL,21,50944338821448
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,XS,Black,30,HOT-BL-XS,47,50944338854216
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,S,Black,30,HOT-BL-S,43,50944338886984
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,M,Black,30,HOT-BL-M,17,50944338919752
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,L,Black,30,HOT-BL-L,12,50944338952520
Heavyweight Oversized Tee,Heavyweight Oversized Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"streetwear, heavyweight",2024-01-01,,XL,Black,30,HOT-BL-XL,77,50944338985288
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,XS,Grey,50,OPH-GR-XS,30,50944339280200
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,S,Grey,50,OPH-GR-S,27,50944339312968
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,M,Grey,50,OPH-GR-M,80,50944339345736
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,L,Grey,50,OPH-GR-L,57,50944339378504
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,XL,Grey,50,OPH-GR-XL,38,50944339411272
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,XS,Black,50,OPH-BL-XS,46,50944339444040
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,S,Black,50,OPH-BL-S,24,50944339476808
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,M,Black,50,OPH-BL-M,42,50944339509576
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,L,Black,50,OPH-BL-L,13,50944339542344
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,XL,Black,50,OPH-BL-XL,66,50944339575112
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,XS,Navy,50,OPH-NA-XS,43,50944339607880
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,S,Navy,50,OPH-NA-S,0,50944339640648
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,M,Navy,50,OPH-NA-M,41,50944339673416
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,L,Navy,50,OPH-NA-L,55,50944339706184
Oversized Pullover Hoodie,Oversized Pullover Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"oversized, winter",2024-01-01,,XL,Navy,50,OPH-NA-XL,62,50944339738952
Denim Jacket,Denim Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"denim, staple",2024-01-01,,XS,Washed Black,70,DJ-WA-XS,22,50944339968328
Denim Jacket,Denim Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"denim, staple",2024-01-01,,S,Washed Black,70,DJ-WA-S,21,50944340001096
Denim Jacket,Denim Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"denim, staple",2024-01-01,,M,Washed Black,70,DJ-WA-M,60,50944340033864
Denim Jacket,Denim Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"denim, staple",2024-01-01,,L,Washed Black,70,DJ-WA-L,71,50944340066632
Denim Jacket,Denim Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"denim, staple",2024-01-01,,XL,Washed Black,70,DJ-WA-XL,14,50944340099400
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,XS,Khaki,40,RFC-KH-XS,63,50944340296008
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,S,Khaki,40,RFC-KH-S,48,50944340328776
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,M,Khaki,40,RFC-KH-M,6,50944340361544
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,L,Khaki,40,RFC-KH-L,34,50944340394312
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,XL,Khaki,40,RFC-KH-XL,27,50944340427080
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,XS,Navy,40,RFC-NA-XS,47,50944340459848
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,S,Navy,40,RFC-NA-S,40,50944340492616
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,M,Navy,40,RFC-NA-M,66,50944340525384
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,L,Navy,40,RFC-NA-L,58,50944340558152
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,XL,Navy,40,RFC-NA-XL,11,50944340590920
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,XS,Beige,40,RFC-BE-XS,56,50944340623688
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,S,Beige,40,RFC-BE-S,71,50944340656456
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,M,Beige,40,RFC-BE-M,12,50944340689224
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,L,Beige,40,RFC-BE-L,16,50944340721992
Relaxed Fit Chinos,Relaxed Fit Chinos from Urban Threads. A versatile piece for all seasons.,Pants,"relaxed, staple",2024-01-01,,XL,Beige,40,RFC-BE-XL,2,50944340754760
Canvas Tote Bag,Canvas Tote Bag from Urban Threads. A versatile piece for all seasons.,Accessories,"eco, tote",2024-01-01,,One Size,Natural,20,CTB-NA-ONESIZE,79,50944340951368
Canvas Tote Bag,Canvas Tote Bag from Urban Threads. A versatile piece for all seasons.,Accessories,"eco, tote",2024-01-01,,One Size,Black,20,CTB-BL-ONESIZE,30,50944340984136
Canvas Tote Bag,Canvas Tote Bag from Urban Threads. A versatile piece for all seasons.,Accessories,"eco, tote",2024-01-01,,One Size,Olive,20,CTB-OL-ONESIZE,19,50944341016904
Ankle Socks 3-Pack,Ankle Socks 3-Pack from Urban Threads. A versatile piece for all seasons.,Socks,"bundle, basics",2024-01-01,,One Size,White,12,AS3-WH-ONESIZE,7,50944341246280
Ankle Socks 3-Pack,Ankle Socks 3-Pack from Urban Threads. A versatile piece for all seasons.,Socks,"bundle, basics",2024-01-01,,One Size,Black,12,AS3-BL-ONESIZE,28,50944341279048
Ankle Socks 3-Pack,Ankle Socks 3-Pack from Urban Threads. A versatile piece for all seasons.,Socks,"bundle, basics",2024-01-01,,One Size,Grey,12,AS3-GR-ONESIZE,38,50944341311816
Wool Beanie,Wool Beanie from Urban Threads. A versatile piece for all seasons.,Hat,"winter, warm",2024-01-01,2025-02-28,One Size,Grey,20,WB-GR-ONESIZE,24,50944341442888
Vintage Washed Tee,Vintage Washed Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"retro, summer",2024-03-01,,XS,Blue,25,VWT-BL-XS,4,50944341705032
Vintage Washed Tee,Vintage Washed Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"retro, summer",2024-03-01,,S,Blue,25,VWT-BL-S,12,50944341737800
Vintage Washed Tee,Vintage Washed Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"retro, summer",2024-03-01,,M,Blue,25,VWT-BL-M,16,50944341770568
Vintage Washed Tee,Vintage Washed Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"retro, summer",2024-03-01,,L,Blue,25,VWT-BL-L,1,50944341803336
Vintage Washed Tee,Vintage Washed Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"retro, summer",2024-03-01,,XL,Blue,25,VWT-BL-XL,76,50944341836104
Mini Sling Bag,Mini Sling Bag from Urban Threads. A versatile piece for all seasons.,Accessories,"travel, casual",2024-03-01,,One Size,Black,28,MSB-BL-ONESIZE,43,50944342098248
Unisex Thermal Long Sleeve Tee,Unisex Thermal Long Sleeve Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"thermal, layer",2024-03-01,2025-02-28,XS,Black,26,UTLST-BL-XS,12,50944342327624
Unisex Thermal Long Sleeve Tee,Unisex Thermal Long Sleeve Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"thermal, layer",2024-03-01,2025-02-28,S,Black,26,UTLST-BL-S,2,50944342360392
Unisex Thermal Long Sleeve Tee,Unisex Thermal Long Sleeve Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"thermal, layer",2024-03-01,2025-02-28,M,Black,26,UTLST-BL-M,30,50944342393160
Unisex Thermal Long Sleeve Tee,Unisex Thermal Long Sleeve Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"thermal, layer",2024-03-01,2025-02-28,L,Black,26,UTLST-BL-L,76,50944342425928
Unisex Thermal Long Sleeve Tee,Unisex Thermal Long Sleeve Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"thermal, layer",2024-03-01,2025-02-28,XL,Black,26,UTLST-BL-XL,30,50944342458696
Graphic Print Tee,Graphic Print Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"graphic, limited",2024-05-10,2024-08-10,XS,Black,27,GPT-BL-XS,10,50944342688072
Graphic Print Tee,Graphic Print Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"graphic, limited",2024-05-10,2024-08-10,S,Black,27,GPT-BL-S,29,50944342720840
Graphic Print Tee,Graphic Print Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"graphic, limited",2024-05-10,2024-08-10,M,Black,27,GPT-BL-M,55,50944342753608
Graphic Print Tee,Graphic Print Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"graphic, limited",2024-05-10,2024-08-10,L,Black,27,GPT-BL-L,27,50944342786376
Graphic Print Tee,Graphic Print Tee from Urban Threads. A versatile piece for all seasons.,T-Shirt,"graphic, limited",2024-05-10,2024-08-10,XL,Black,27,GPT-BL-XL,58,50944342819144
Boxy Hoodie,Boxy Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"capsule, limited",2024-05-10,2024-08-10,XS,Olive,60,BH-OL-XS,71,50944342982984
Boxy Hoodie,Boxy Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"capsule, limited",2024-05-10,2024-08-10,S,Olive,60,BH-OL-S,27,50944343015752
Boxy Hoodie,Boxy Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"capsule, limited",2024-05-10,2024-08-10,M,Olive,60,BH-OL-M,75,50944343048520
Boxy Hoodie,Boxy Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"capsule, limited",2024-05-10,2024-08-10,L,Olive,60,BH-OL-L,68,50944343081288
Boxy Hoodie,Boxy Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"capsule, limited",2024-05-10,2024-08-10,XL,Olive,60,BH-OL-XL,69,50944343114056
Wide Leg Utility Pants,Wide Leg Utility Pants from Urban Threads. A versatile piece for all seasons.,Pants,"workwear, utility",2024-05-10,,XS,Olive,45,WLUP-OL-XS,60,50944343310664
Wide Leg Utility Pants,Wide Leg Utility Pants from Urban Threads. A versatile piece for all seasons.,Pants,"workwear, utility",2024-05-10,,S,Olive,45,WLUP-OL-S,39,50944343343432
Wide Leg Utility Pants,Wide Leg Utility Pants from Urban Threads. A versatile piece for all seasons.,Pants,"workwear, utility",2024-05-10,,M,Olive,45,WLUP-OL-M,64,50944343376200
Wide Leg Utility Pants,Wide Leg Utility Pants from Urban Threads. A versatile piece for all seasons.,Pants,"workwear, utility",2024-05-10,,L,Olive,45,WLUP-OL-L,73,50944343408968
Wide Leg Utility Pants,Wide Leg Utility Pants from Urban Threads. A versatile piece for all seasons.,Pants,"workwear, utility",2024-05-10,,XL,Olive,45,WLUP-OL-XL,74,50944343441736
Minimalist Crewneck Sweatshirt,Minimalist Crewneck Sweatshirt from Urban Threads. A versatile piece for all seasons.,Sweatshirt,"crewneck, layer",2024-05-10,,XS,Grey,35,MCS-GR-XS,27,50944343671112
Minimalist Crewneck Sweatshirt,Minimalist Crewneck Sweatshirt from Urban Threads. A versatile piece for all seasons.,Sweatshirt,"crewneck, layer",2024-05-10,,S,Grey,35,MCS-GR-S,44,50944343703880
Minimalist Crewneck Sweatshirt,Minimalist Crewneck Sweatshirt from Urban Threads. A versatile piece for all seasons.,Sweatshirt,"crewneck, layer",2024-05-10,,M,Grey,35,MCS-GR-M,33,50944343736648
Minimalist Crewneck Sweatshirt,Minimalist Crewneck Sweatshirt from Urban Threads. A versatile piece for all seasons.,Sweatshirt,"crewneck, layer",2024-05-10,,L,Grey,35,MCS-GR-L,55,50944343769416
Minimalist Crewneck Sweatshirt,Minimalist Crewneck Sweatshirt from Urban Threads. A versatile piece for all seasons.,Sweatshirt,"crewneck, layer",2024-05-10,,XL,Grey,35,MCS-GR-XL,31,50944343802184
Coach Jacket,Coach Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"lightweight, summer",2024-06-15,2024-10-01,XS,Blue,65,CJ-BL-XS,69,50944344031560
Coach Jacket,Coach Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"lightweight, summer",2024-06-15,2024-10-01,S,Blue,65,CJ-BL-S,64,50944344064328
Coach Jacket,Coach Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"lightweight, summer",2024-06-15,2024-10-01,M,Blue,65,CJ-BL-M,19,50944344097096
Coach Jacket,Coach Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"lightweight, summer",2024-06-15,2024-10-01,L,Blue,65,CJ-BL-L,53,50944344129864
Coach Jacket,Coach Jacket from Urban Threads. A versatile piece for all seasons.,Jacket,"lightweight, summer",2024-06-15,2024-10-01,XL,Blue,65,CJ-BL-XL,45,50944344162632
Relaxed Fit Cargo Shorts,Relaxed Fit Cargo Shorts from Urban Threads. A versatile piece for all seasons.,Shorts,"summer, casual",2024-06-15,2024-09-15,XS,Khaki,32,RFCS-KH-XS,16,50944344326472
Relaxed Fit Cargo Shorts,Relaxed Fit Cargo Shorts from Urban Threads. A versatile piece for all seasons.,Shorts,"summer, casual",2024-06-15,2024-09-15,S,Khaki,32,RFCS-KH-S,30,50944344359240
Relaxed Fit Cargo Shorts,Relaxed Fit Cargo Shorts from Urban Threads. A versatile piece for all seasons.,Shorts,"summer, casual",2024-06-15,2024-09-15,M,Khaki,32,RFCS-KH-M,16,50944344392008
Relaxed Fit Cargo Shorts,Relaxed Fit Cargo Shorts from Urban Threads. A versatile piece for all seasons.,Shorts,"summer, casual",2024-06-15,2024-09-15,L,Khaki,32,RFCS-KH-L,2,50944344424776
Relaxed Fit Cargo Shorts,Relaxed Fit Cargo Shorts from Urban Threads. A versatile piece for all seasons.,Shorts,"summer, casual",2024-06-15,2024-09-15,XL,Khaki,32,RFCS-KH-XL,46,50944344457544
Loose Fit Tank Top,Loose Fit Tank Top from Urban Threads. A versatile piece for all seasons.,T-Shirt,"summer, minimal",2024-06-15,2024-09-15,XS,White,18,LFTT-WH-XS,75,50944344654152
Loose Fit Tank Top,Loose Fit Tank Top from Urban Threads. A versatile piece for all seasons.,T-Shirt,"summer, minimal",2024-06-15,2024-09-15,S,White,18,LFTT-WH-S,79,50944344686920
Loose Fit Tank Top,Loose Fit Tank Top from Urban Threads. A versatile piece for all seasons.,T-Shirt,"summer, minimal",2024-06-15,2024-09-15,M,White,18,LFTT-WH-M,33,50944344719688
Loose Fit Tank Top,Loose Fit Tank Top from Urban Threads. A versatile piece for all seasons.,T-Shirt,"summer, minimal",2024-06-15,2024-09-15,L,White,18,LFTT-WH-L,60,50944344752456
Loose Fit Tank Top,Loose Fit Tank Top from Urban Threads. A versatile piece for all seasons.,T-Shirt,"summer, minimal",2024-06-15,2024-09-15,XL,White,18,LFTT-WH-XL,55,50944344785224
5-Panel Street Cap,5-Panel Street Cap from Urban Threads. A versatile piece for all seasons.,Hat,"cap, street",2024-06-15,,One Size,Black,18,5SC-BL-ONESIZE,18,50944344981832
Zip-Up Hoodie,Zip-Up Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"zip, fleece",2024-09-10,,XS,Navy,55,ZH-NA-XS,26,50944345276744
Zip-Up Hoodie,Zip-Up Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"zip, fleece",2024-09-10,,S,Navy,55,ZH-NA-S,27,50944345309512
Zip-Up Hoodie,Zip-Up Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"zip, fleece",2024-09-10,,M,Navy,55,ZH-NA-M,26,50944345342280
Zip-Up Hoodie,Zip-Up Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"zip, fleece",2024-09-10,,L,Navy,55,ZH-NA-L,61,50944345375048
Zip-Up Hoodie,Zip-Up Hoodie from Urban Threads. A versatile piece for all seasons.,Hoodie,"zip, fleece",2024-09-10,,XL,Navy,55,ZH-NA-XL,78,50944345407816
Slim Tapered Joggers,Slim Tapered Joggers from Urban Threads. A versatile piece for all seasons.,Pants,"joggers, loungewear",2024-09-10,,XS,Black,38,STJ-BL-XS,61,50944345571656
Slim Tapered Joggers,Slim Tapered Joggers from Urban Threads. A versatile piece for all seasons.,Pants,"joggers, loungewear",2024-09-10,,S,Black,38,STJ-BL-S,37,50944345604424
Slim Tapered Joggers,Slim Tapered Joggers from Urban Threads. A versatile piece for all seasons.,Pants,"joggers, loungewear",2024-09-10,,M,Black,38,STJ-BL-M,22,50944345637192
Slim Tapered Joggers,Slim Tapered Joggers from Urban Threads. A versatile piece for all seasons.,Pants,"joggers, loungewear",2024-09-10,,L,Black,38,STJ-BL-L,28,50944345669960
Slim Tapered Joggers,Slim Tapered Joggers from Urban Threads. A versatile piece for all seasons.,Pants,"joggers, loungewear",2024-09-10,,XL,Black,38,STJ-BL-XL,70,50944345702728
Corduroy Bucket Hat,Corduroy Bucket Hat from Urban Threads. A versatile piece for all seasons.,Hat,"bucket, cozy",2024-09-10,,One Size,Brown,22,CBH-BR-ONESIZE,50,50944345866568
Ribbed Crew Socks,Ribbed Crew Socks from Urban Threads. A versatile piece for all seasons.,Socks,"crew, ribbed",2024-09-10,,One Size,Grey,10,RCS-GR-ONESIZE,11,50944346128712
